PERMIT_ID,UNITS,NET_UNITS,AFF_UNITS,NET_AFF_UNITS,NAMEADDR,APN,BESTSTAT,BESTDATE,LOCATION
N201301047264,1,1,0,0,1310 Geneva Av,6415022,CONSTRUCTION,2013-12-17,"(37.713102, -122.434409)"
N201303212751,1,1,0,0,13 Lucky St,6521004,BP Filed,2013-03-21,"(37.752334, -122.413644)"
N201306260603,2,1,0,0,2418 Balboa St,1568012,CONSTRUCTION,2014-06-10,"(37.776583, -122.48492)"
N201304295719,2,1,0,0,1259 21st Av,1729012,BP Filed,2013-04-29,"(37.764217, -122.479648)"
N201306189882,3,1,0,0,3643 19th St,3598068,BP Filed,2013-06-18,"(37.7596599, -122.424664)"
N201306038460,5,5,0,0,135 Wetmore St,212031,BP REINSTATED,2013-06-20,"(37.7941861, -122.4106769)"
N201307292931,3,1,0,0,3932 23rd St,3625011A,BP Filed,2013-07-29,"(37.752997, -122.4302)"
N201305036062,139,139,0,0,555 Fulton St,794028,BP ISSUED,2014-03-26,"(37.7781941, -122.42581)"
N201306250390,2,1,0,0,1748 Oakdale Av,5312013,BP Filed,2013-06-25,"(37.736373, -122.39293)"
N201305207414,2,1,0,0,1781 Quesada Av,5338032,BP Filed,2013-05-20,"(37.733982, -122.393115)"
N201304094098,2,1,0,0,208 Girard St,5980003,BP Filed,2013-04-09,"(37.729396, -122.405756)"
N201306129341,2,2,0,0,333 Pennsylvania Av,4040025,BP REINSTATED,2013-06-24,"(37.7620999, -122.393219)"
N201306210213,109,109,0,0,2171 Third St,4045003,BP Filed,2013-06-21,"(37.7623718, -122.3886103)"
N201304265571,19,19,0,0,1816 Eddy St,1127064,CONSTRUCTION,2014-02-07,"(37.780796, -122.43726)"
N201405054911,69,69,0,0,815 Tennessee Street,4059001A,BP Filed,2014-05-05,"(37.761502, -122.389277)"
N201312093691,94,94,0,0,645 Texas St,4102026,BP Filed,2013-12-09,"(37.7579629, -122.394572)"
N201312234917,259,259,0,0,1201-1225 Tennessee Street,4172022,BP Filed,2013-12-23,"(37.755928, -122.388603)"
N201305217457,12,12,0,0,690 Page St,843016,BP Filed,2013-05-21,"(37.773064, -122.432032)"
N201311222590,1,1,0,0,1801 Scott St,1050007,BP Filed,2013-11-22,"(37.786491, -122.438602)"
N201306149612,2,2,0,0,80 Blake St,1068003,BP Filed,2013-06-14,"(37.782499, -122.45091)"
N201305156961,2,1,0,0,546 34th Av,1511034,PL Approved,2014-05-13,"(37.7787099, -122.493982)"
N201306068876,1,1,0,0,1769 11th Av,2038A013,BP Filed,2013-06-06,"(37.754632, -122.4678138)"
N201305298094,1,1,0,0,1758 12th Av,2038A019,BP Filed,2013-05-29,"(37.755356, -122.468599)"
N201304184893,1,1,0,0,2451 19th Av,2406037,BP Filed,2013-04-18,"(37.7420844, -122.4756722)"
N201305167075,8,8,0,0,259 Clara St,3753042,BP Filed,2013-05-16,"(37.7784481, -122.4035864)"
N201311202410,115,115,0,0,923 Folsom Street,3753106,BP Filed,2013-11-20,"(37.7797172, -122.4039663)"
N201305036140,6,6,0,0,5 Hallam St,3755096,BP Filed,2013-05-03,"(37.7757785, -122.4084492)"
N201306199977,9,9,0,0,131 Missouri St,3985024,BP Filed,2013-06-19,"(37.76468, -122.396413)"
N201305026020,3,3,0,0,1100 Potrero Av,4211001,BP Filed,2013-05-02,"(37.754408, -122.406811)"
N201312103821,2,1,0,0,750 27th Street,6583010,CONSTRUCTION,2014-06-20,"(37.7463919, -122.4369065)"
N201306068799,1,1,0,0,2127 Castro St,6612026,BP Filed,2013-06-06,"(37.744447, -122.4331)"
N200912223674,12,12,0,0,200 Coleman St,4591C098,CONSTRUCTION,2014-06-23,"(37.7278465, -122.3684727)"
N201307303164,2,1,0,0,5000 Mission St,6968008,BP Filed,2013-07-30,"(37.718545, -122.439782)"
N201307313198,3,1,0,0,967 Sutter St,300015,BP ISSUED,2014-01-29,"(37.788394, -122.416227)"
N201403100361,20,20,0,0,1335 Larkin St,645003,BP Filed,2014-03-10,"(37.790241, -122.418851)"
N201307111596,3,1,0,0,2028 Beach St,913011,CONSTRUCTION,2014-04-30,"(37.803942, -122.442439)"
N201309066225,4,2,0,0,2429 Chestnut St,935024,BP Filed,2013-09-06,"(37.799871, -122.443268)"
N201309247562,2,1,0,0,2755 Mcallister St,1168040,BP Filed,2013-09-24,"(37.775264, -122.457374)"
N201308083897,1,1,0,0,1535 Oak St,1222043,BP ISSUED,2014-06-13,"(37.772066, -122.444389)"
N201308225028,3,1,0,0,735 Clayton St,1253009,BP Filed,2013-08-22,"(37.768105, -122.448043)"
N201309126618,2,1,0,0,618 17th Av,1628028,BP Filed,2013-09-12,"(37.77628, -122.475745)"
N201309197251,2,1,0,0,1433 48th Av,1805006,BP Filed,2013-09-19,"(37.75951, -122.507818)"
N201309126610,2,1,0,0,1474 48th Av,1806019A,BP Filed,2013-09-12,"(37.758695, -122.507732)"
N201307252822,3,1,0,0,1150 South Van Ness Av,3637010,BP APPROVED,2014-05-20,"(37.754814, -122.416581)"
N201308093998,1,1,0,0,47 Moss St,3731119,BP Filed,2013-08-09,"(37.777813, -122.408031)"
N201307303167,37,1,0,0,720 York St,4080015,BP Filed,2013-07-30,"(37.760264, -122.408961)"
N201307252819,2,1,0,0,858 Florida St,4085010,CONSTRUCTION,2014-05-16,"(37.758067, -122.410558)"
N201307051214,2,1,0,0,949 Hampshire St,4142030,BP Filed,2013-07-05,"(37.756946, -122.407783)"
N201308235132,2,1,0,0,56 Lucy St,5410008,CONSTRUCTION,2014-06-19,"(37.729942, -122.393494)"
N201307121722,2,1,0,0,1510 York St,5514002,BP Filed,2013-07-12,"(37.748228, -122.40784)"
N201307021054,2,1,0,0,203 Russia Av,6086012C,BP Filed,2013-07-02,"(37.720625, -122.435466)"
N201308124073,2,1,0,0,42 Homestead St,6503006,BP Filed,2013-08-12,"(37.750205, -122.439257)"
N201308093997,722,2,0,0,515 John Muir Dr,7282005,BP ISSUED,2014-04-07,"(37.71491, -122.493222)"
N201307303152,2,2,0,0,3305 Broderick St,926008,PL Approved,2014-06-16,"(37.800769, -122.44459)"
N201307313252,3,2,0,0,1681 Fulton St,1185026,BP Filed,2013-07-31,"(37.775984, -122.44437)"
N201307161993,2,1,0,0,261 10th Av,1423015,BP APPROVED,2014-06-24,"(37.783466, -122.468582)"
N201307151829,2,2,0,0,579 39th Av,1505014,BP Filed,2013-07-15,"(37.777817, -122.499503)"
N201307262866,2,2,0,0,721 Kirkham St,1857036,BP Filed,2013-07-26,"(37.76003, -122.468247)"
N201307222456,2,2,0,0,715 Kirkham St,1857037,BP Filed,2013-07-22,"(37.76003, -122.468168)"
N201307151824,1,1,0,0,1762 12th Av,2038A018,BP Filed,2013-07-15,"(37.755571, -122.468819)"
N201308285446,2,2,0,0,153 Arkansas St,3983014,BP Filed,2013-08-28,"(37.764339, -122.398628)"
N201312164322,2,2,0,0,3516 Folsom St,5626013,BP Filed,2013-12-16,"(37.742279, -122.413442)"
N201307222452,1,1,0,0,1893 Oakdale Av,5320015,BP Filed,2013-07-22,"(37.73774, -122.395631)"
N201308305736,2,2,0,0,270 Brighton Av,6944044,CONSTRUCTION,2014-05-13,"(37.722917, -122.454882)"
N201309237536,1,1,0,0,122 Arch St,7119027,BP Filed,2013-09-23,"(37.712636, -122.466861)"
N201308124103,2,2,0,0,700 Brotherhood Wy,7332003,CONSTRUCTION,2014-06-25,"(37.712632, -122.472583)"
N201212246822,263,263,0,0,718 Long Bridge St,8710007,CONSTRUCTION,2014-06-10,"(37.773373, -122.3915696)"
N201203135986,188,188,0,0,701 Long Bridge St,8711019,BP ISSUED,2012-03-26,"(37.773373, -122.3915696)"
N200907223197,63,63,0,0,101 Donahue St,4591C042,CONSTRUCTION,2014-06-30,"(37.7150581, -122.3824994)"
N200912223671,35,35,0,0,401 Innes Av,4591C095,CONSTRUCTION,2014-06-23,"(37.7298715, -122.3719972)"
N200912223673,34,34,0,0,50 Jerrold Av,4591C099,CONSTRUCTION,2014-06-19,"(37.7282058, -122.3707018)"
N200907223200,25,25,0,0,201 Donahue St,4591C093,CONSTRUCTION,2014-06-30,"(37.7274713, -122.3713528)"
N200912223676,12,12,0,0,198 Coleman St,4591C069,CONSTRUCTION,2014-05-19,"(37.7278465, -122.3684727)"
N200706204573,11,11,0,0,3418 26th St,6529012,CONSTRUCTION,2013-07-08,"(37.749099, -122.418875)"
N201202295141,9,9,0,0,100 Avocet Wy,4591C057,CONSTRUCTION,2014-06-30,"(37.7776765, -122.2805677)"
N201202295146,9,9,0,0,421 Hudson Av,4591C068,CONSTRUCTION,2014-05-19,"(37.7317478, -122.3736543)"
N201202295142,9,9,0,0,101 Avocet Wy,4591C059,BP ISSUED,2013-05-17,"(37.7777057, -122.2805662)"
N201202295145,9,9,0,0,470 Innes Av,4591C046,CONSTRUCTION,2014-07-01,"(37.7299376, -122.372051)"
N201202295144,9,9,0,0,420 Innes Av,4591C070,CONSTRUCTION,2014-05-21,"(37.7299376, -122.372051)"
N201202295147,9,9,0,0,451 Hudson Av,4591C045,CONSTRUCTION,2014-05-12,"(37.73383, -122.377181)"
N200608290916,8,8,0,0,382 Randolph St,7088051,BP APPROVED,2011-11-28,"(37.7143019, -122.4661391)"
N200710185839,6,6,0,0,350 Linden St,817069,CONSTRUCTION,2014-01-17,"(37.776427, -122.423498)"
N200704128664,8,5,0,0,95 Leland Av,6250037,BP REINSTATED,2010-03-05,"(37.711804, -122.405613)"
N200608290811,2,2,0,0,2350 San Bruno Av,5880023,CONSTRUCTION,2013-03-20,"(37.733124, -122.405958)"
N200905047636,2,2,0,0,311 Eureka St,2750035,CONSTRUCTION,2014-02-26,"(37.757123, -122.437602)"
N200910209343,2,2,0,0,202 Broad St,7106059,BP APPROVED,2013-05-30,"(37.7133759, -122.459288)"
N200609132176,1,1,0,0,422 Vicente St,2416002H,CONSTRUCTION,2014-04-24,"(37.739741, -122.471587)"
N200807176993,1,1,0,0,165 Brussels St,5926022,CONSTRUCTION,2014-01-21,"(37.729812, -122.406744)"
N200711077585,1,1,0,0,262 Madison St,5943050,CONSTRUCTION,2014-01-08,"(37.725772, -122.422576)"
N201209109355,1,1,0,0,1014 Gilman Av,4937018,BP ISSUED,2013-10-22,"(37.7182282, -122.3881223)"
N200803288274,1,1,0,0,1167 Stanyan St,2630017,BP ISSUED,2013-09-25,"(37.763014, -122.452214)"
N200904025465,1,1,0,0,1235 40th Av,1710006,BP ISSUED,2013-09-17,"(37.763636, -122.499713)"
N201211154328,2,1,0,0,383 Fair Oaks St,6512016,CONSTRUCTION,2014-05-23,"(37.750597, -122.423587)"
N201210292956,2,1,0,0,1320 21st Av,1775044,CONSTRUCTION,2014-07-01,"(37.762998, -122.478905)"
N201009171084,1,1,0,0,21 Mountain Spring Av,2709065,BP ISSUED,2013-05-21,"(37.75798, -122.448794)"
N200712241234,1,1,0,0,2626 Filbert St,943003B,CONSTRUCTION,2013-09-30,"(37.797175, -122.442606)"
N201106279018,2,1,0,0,609 26th Av,1569002,CONSTRUCTION,2014-05-27,"(37.777974, -122.485658)"
N201107261097,1,1,0,0,74 Gold Mine Dr,7520034,CONSTRUCTION,2014-03-17,"(37.743356, -122.437614)"
N200903254880,1,1,0,0,230 Sweeny St,5859040,BP ISSUED,2012-01-20,"(37.7323644, -122.4099662)"
N201206182829,1,1,0,0,1973 Filbert St,531022,CONSTRUCTION,2014-05-05,"(37.798232, -122.431767)"
N200701101393,1,1,0,0,107 24th Av,1334040,CONSTRUCTION,2013-02-27,"(37.7872491, -122.4842711)"
N200707096216,1,1,0,0,495 Morse St,6478031,BP ISSUED,2009-05-15,"(37.7120519, -122.4422467)"
N200807116509,3,1,0,0,3933 24th St,6508035,BP APPROVED,2012-04-10,"(37.751465, -122.4301)"
N201302200538,2,1,0,0,2038 Balboa St,1564023,CONSTRUCTION,2014-02-27,"(37.776603, -122.48099)"
N201310310847,3,3,0,0,777 Valencia St,3589108,BP Filed,2013-10-31,"(37.760442, -122.421593)"
N201311222623,2,1,0,0,961 Church St,3619039,BP ISSUED,2014-05-27,"(37.755463, -122.427561)"
N201310300683,2,1,0,0,114 Chattanooga St,3629007,BP ISSUED,2014-06-24,"(37.754708, -122.426353)"
N201311051179,3,1,0,0,778 Vallejo St,130020,BP Filed,2013-11-05,"(37.798504, -122.409766)"
N201311222660,77,77,0,0,2155 Webster St,629037,BP Filed,2013-11-22,"(37.79057, -122.432337)"
N201310310802,2,1,0,0,522 08th Av,1550045,BP Filed,2013-10-31,"(37.778525, -122.46606)"
N201311010862,2,1,0,0,1424 10th Av,1844040,BP ISSUED,2014-03-25,"(37.761565, -122.467082)"
N201312315322,2,1,0,0,1596 09th Av,1854016A,BP Filed,2013-12-31,"(37.758367, -122.465786)"
N201405307085,15,15,0,0,1532 Howard St,3511015,BP Filed,2014-05-30,"(37.772629, -122.415949)"
N201311010933,2,1,0,0,1936 Folsom St,3552008,BP APPROVED,2014-06-06,"(37.766341, -122.415409)"
N201312305300,2,1,0,0,1749 Dolores St,6659006,BP Filed,2013-12-30,"(37.74125, -122.423884)"
N201312093701,2,1,0,0,22 Fairmount St,6662007,BP APPROVED,2014-05-30,"(37.73893, -122.424749)"
N201311212547,5,3,0,0,1239 17th St,3985027,BP Filed,2013-11-21,"(37.765229, -122.39623)"
N201310038371,3,1,0,0,238 Missouri St,4003006,BP Filed,2013-10-03,"(37.763325, -122.396542)"
N201311273026,3,1,0,0,2356 Bryant St,4145012,BP Filed,2013-11-27,"(37.756715, -122.40941)"
N201312134188,2,1,0,0,1340 Alabama St,4271008,CONSTRUCTION,2014-03-12,"(37.750418, -122.41084)"
N201310119147,3,1,0,0,1302 York St,4274001,BP Filed,2013-10-11,"(37.751197, -122.408075)"
N201310078710,2,1,0,0,1432 York St,4335001E,BP ISSUED,2014-03-07,"(37.749206, -122.407814)"
N201310159297,2,1,0,0,1756 Revere Av,5338018,BP APPROVED,2014-04-25,"(37.73313, -122.392881)"
N201312315336,3,2,0,0,5875 Mission St,6472022,BP Filed,2013-12-31,"(37.708752, -122.452123)"
N201312204680,1,1,0,0,2251 Greenwich St,515031,BP Filed,2013-12-20,"(37.798877, -122.436698)"
N201311222657,110,110,0,0,1554 Market St,836007,BP Filed,2013-11-22,"(37.7751, -122.42)"
N201404143170,1,1,0,0,2582 Filbert St,944030,BP Filed,2014-04-14,"(37.797261, -122.441904)"
N201310048576,1,1,0,0,2855 Filbert St,948029,BP Filed,2013-10-04,"(37.796718, -122.446353)"
N201310119178,7,7,0,0,1823 Turk St,1153020,BP Filed,2013-10-11,"(37.779662, -122.438864)"
N201311041047,4,4,0,0,1631 Mcallister St,1179024A,PL Filed,2014-02-12,"(37.777768, -122.438672)"
N201312134211,1,1,0,0,830 El Camino Del Mar *,1312022,BP Filed,2013-12-13,"(37.786629, -122.493183)"
N201310169408,2,2,0,0,1271 19th Av,1731015,BP Filed,2013-10-16,"(37.763973, -122.477211)"
N201310219830,2,1,0,0,24 Ord Ct,2619066,BP Filed,2013-10-21,"(37.763429, -122.439882)"
N201310219817,2,1,0,0,22 Ord Ct,2619067,BP Filed,2013-10-21,"(37.763829, -122.440582)"
N201310078679,9,9,0,0,33 Norfolk St,3521053A,PL Filed,2014-04-17,"(37.77107, -122.41386)"
N201312174382,351,351,0,0,1979 Mission St,3553052,BP Filed,2013-12-17,"(37.765356, -122.419702)"
N201312134205,1,1,0,0,3721 21st St,3621081,BP Filed,2013-12-13,"(37.756388, -122.43059)"
N201312174396,1,1,0,0,3040 24th St,3640079,BP Filed,2013-12-17,"(37.752563, -122.412814)"
N201310088785,5,5,0,0,34 Langton St,3730096,BP Filed,2013-10-08,"(37.777129, -122.409282)"
N201312315375,2,2,0,0,1212 Egbert Av,4909003,BP Filed,2013-12-31,"(37.720653, -122.389301)"
N201405125450,2,2,0,0,1947 Oakdale Av,5319037,BP Filed,2014-05-12,"(37.738299, -122.396814)"
N201312305292,1,1,0,0,1551 Shotwell St,5545017,BP Filed,2013-12-30,"(37.744571, -122.414981)"
N201312305280,1,1,0,0,1525 Shotwell St,5545019,BP Filed,2013-12-30,"(37.74481, -122.414981)"
N201312164318,1,1,0,0,3526 Folsom St,5626014,BP Filed,2013-12-16,"(37.742237, -122.413445)"
N201312043311,1,1,0,0,701 Silver Av,5896022,BP Filed,2013-12-04,"(37.728731, -122.421582)"
N201312265039,1,1,0,0,23 Canyon Dr,6435012,BP Filed,2013-12-26,"(37.708598, -122.430074)"
N201312315425,1,1,0,0,2 Byron Ct,6489090,PL Filed,2014-06-13,"(37.709453, -122.443329)"
N201310250236,2,2,0,0,5670 Mission St,7099009,BP Filed,2013-10-25,"(37.710012, -122.448413)"
N201401176600,2,1,0,0,413 Shrader St,1227003,BP Filed,2014-01-17,"(37.771031, -122.452058)"
N201402219049,2,1,0,0,281 Frederick St,1269087,BP Filed,2014-02-21,"(37.766961, -122.447525)"
N201403261777,2,1,0,0,225 17th Av,1416003,BP Filed,2014-03-26,"(37.783788, -122.476233)"
N201402078043,3,2,0,0,1236 19th Av,1732037,BP Filed,2014-02-07,"(37.764632, -122.477245)"
N201401216740,3,1,0,0,1126 Irving St,1738021,BP Filed,2014-01-21,"(37.76383, -122.469674)"
N201401287236,3,1,0,0,2332 Taraval St,2362019,BP Filed,2014-01-28,"(37.742198, -122.490941)"
N201403170944,20,20,0,0,449 14th Street,3546026,BP Filed,2014-03-17,"(37.768131, -122.423164)"
N201402198846,10,6,0,0,3324 19th St,3590014,BP Filed,2014-02-19,"(37.760379, -122.417632)"
N201403170852,3,1,0,0,787 Treat Av,3612017A,BP Filed,2014-03-17,"(37.757626, -122.413418)"
N201403100278,3,1,0,0,1181 Valencia St,3636027,BP Filed,2014-03-10,"(37.754024, -122.421)"
N201401146235,3,1,0,0,1155 Church St,3650028,BP Filed,2014-01-14,"(37.752355, -122.42709)"
N201401307462,1,1,0,0,1117 Howard St,3730118,BP Filed,2014-01-30,"(37.777609, -122.409682)"
N201401297354,21,21,0,0,2347 Lombard St,512026,BP Filed,2014-01-29,"(37.799434, -122.440033)"
N201401226857,1,1,0,0,2528 Union St,945012,BP Filed,2014-01-22,"(37.796471, -122.440768)"
N201401317585,1,1,0,0,74 Blake St,1068004,BP Filed,2014-01-31,"(37.782379, -122.451057)"
N201403181032,2,2,0,0,2506 Mcallister St,1144020,BP Filed,2014-03-18,"(37.775711, -122.452898)"
N200808139077,6,3,0,0,3927 19th St,3601071,BP Filed,2008-08-13,"(37.759487, -122.430769)"
N201402219037,5,5,0,0,3822 24th St,3651018,BP Filed,2014-02-21,"(37.751534, -122.427711)"
N201401247066,22,22,0,0,233 Shipley St,3753096,BP Filed,2014-01-24,"(37.779296, -122.403449)"
N201402208929,2,1,0,0,1123 Carolina St,4219043,BP Filed,2014-02-20,"(37.754618, -122.399636)"
N201402259241,2,1,0,0,259 Roosevelt Wy,2614048,BP Filed,2014-02-25,"(37.7657, -122.440425)"
N201402047760,2,2,0,0,8 Rondel Pl,3569052,BP Filed,2014-02-04,"(37.76496, -122.421176)"
N201306250395,2,1,0,0,2938 23rd St,4149019,BP Filed,2013-06-25,"(37.754251, -122.411073)"
N201401166470,93,93,0,0,2600 Arelious Walker Dr,4884025,BP Filed,2014-01-16,"(37.723031, -122.381681)"
N201402249163,1,1,0,0,3 Naples St,5948026A,BP Filed,2014-02-24,"(37.728498, -122.425306)"
N201402249169,1,1,0,0,5 Naples St,5948026B,BP Filed,2014-02-24,"(37.728466, -122.425331)"
N201212045418,4,2,0,0,2881 Mission St,6517022,BP Filed,2012-12-04,"(37.750967, -122.418411)"
N201404223881,9,7,0,0,1463 Lombard St,503021,BP Filed,2014-04-22,"(37.801238, -122.425521)"
N201404012185,1,1,0,0,457 Waller St,867031,BP Filed,2014-04-01,"(37.771058, -122.431053)"
N201404032363,11,11,0,0,2419 Lombard St,937029,BP Filed,2014-04-03,"(37.799273, -122.441194)"
N201405296982,1,1,0,0,127 Edgehill Wy,2933007,BP Filed,2014-05-29,"(37.743327, -122.459919)"
N201405064989,7,1,0,0,987 Dolores St,3631017,BP REINSTATED,2014-05-14,"(37.753599, -122.425146)"
N201405075174,2,2,0,0,201 Missouri St,4002024,BP Filed,2014-05-07,"(37.763829, -122.396581)"
N201405226523,1,1,0,0,2495 Harrison St,4084018,BP Filed,2014-05-22,"(37.757591, -122.412385)"
N201405166001,1,1,0,0,2077 Bancroft Av,5426030,BP Filed,2014-05-16,"(37.730485, -122.401666)"
N201405307105,1,1,0,0,88 Montcalm St,5529012,BP Filed,2014-05-30,"(37.746812, -122.406354)"
N201405216382,4,4,0,0,965 Powhattan Av,5640010,BP Filed,2014-05-21,"(37.74133, -122.410705)"
N201404254156,5,5,0,0,590 Leland Ave.,6243019,BP Filed,2014-04-25,"(37.714664, -122.415365)"
N201306280702,2,1,0,0,807 Bosworth St,6758032,BP Filed,2013-06-28,"(37.733743, -122.435743)"
N201404173481,1,1,0,0,60 Santa Barbara Av,7173011,BP Filed,2014-04-17,"(37.708469, -122.464483)"
